iter	Logloss
119	0.5000089817
120	0.4988706354
121	0.4978998659
122	0.4971501297
123	0.4961589786
124	0.4959623529
125	0.4950066214
126	0.494145789
127	0.4940078698
128	0.4934019071
129	0.4931923069
130	0.4924387157
131	0.4914043359
132	0.4905144803
133	0.4897539057
134	0.4886642203
135	0.4879507688
136	0.4872564332
137	0.4862890147
138	0.4857656031
139	0.4854378869
140	0.4847656033
141	0.4840589926
142	0.4837058255
143	0.4829686937
144	0.4825518249
145	0.4820105245
146	0.48195538
147	0.4813559354
148	0.4805848738
149	0.4799528697
150	0.479367455
151	0.4784495848
152	0.4775769004
153	0.4768345105
154	0.4764992751
155	0.4757596425
156	0.4752106358
157	0.4746820615
158	0.4739386606
159	0.4731387075
160	0.4730016709
161	0.4723242893
162	0.4717681403
163	0.4709899556
164	0.4708843027
165	0.4703337023
166	0.4696871208
167	0.4691316813
168	0.4683939629
169	0.4675723835
170	0.4667250745
171	0.4666827381
172	0.4662307925
173	0.4657408239
174	0.465712082
175	0.4650702215
176	0.4647471652
177	0.4641901485
178	0.4636297019
179	0.4631508208
180	0.4626440999
181	0.4620384964
182	0.4618972028
183	0.4614573199
184	0.4608380041
185	0.4604862989
186	0.4598367875
187	0.459453634
188	0.458903783
189	0.4583403385
190	0.4578104038
191	0.4574774232
192	0.4570249198
193	0.4566888344
194	0.4559529519
195	0.4557964455
196	0.4553357909
197	0.4552143764
198	0.4548072555
199	0.4545107714
200	0.4542968063
201	0.4536305137
202	0.4530814107
203	0.452717664
204	0.4521744763
205	0.4518422762
206	0.4514144144
207	0.4507207589
208	0.4503100024
209	0.4498769776
210	0.4493143154
211	0.4488316605
212	0.4482997109
213	0.4479431388
214	0.4475227725
215	0.446861581
216	0.4462029521
217	0.4457830746
218	0.4453499582
219	0.445139824
220	0.4448035735
221	0.4444835326
222	0.4440198208
223	0.4436488695
224	0.4433820223
225	0.4429707332
226	0.4424758482
227	0.4419471691
228	0.4411898147
229	0.4405007588
230	0.4401056083
231	0.4397025652
232	0.4390853087
233	0.4385270049
234	0.4382476513
235	0.4376049363
236	0.4371661098
237	0.4368025804
238	0.4363414716
239	0.4359416408
240	0.4353416585
241	0.4348603907
242	0.4345772262
243	0.4343110983
244	0.433970137
245	0.4336994866
246	0.4334189241
247	0.432897361
248	0.4323877942
249	0.4319948863
250	0.4316968408
251	0.4315520085
252	0.4311704611
253	0.4311596964
254	0.4305506184
255	0.4301527046
256	0.4300260261
257	0.4297164071
258	0.4294016397
259	0.4288298032
260	0.428261873
261	0.4282184356
262	0.4278259952
263	0.4274358807
264	0.4273093948
265	0.4267544074
266	0.4262508897
267	0.425877034
268	0.4257083978
269	0.42537016
270	0.4249746856
271	0.4243609886
272	0.4240399699
273	0.4240069287
274	0.4235689331
275	0.4231567588
276	0.4231142487
277	0.4226469325
278	0.422324275
279	0.421956933
280	0.421477456
281	0.4210231643
282	0.4208628628
283	0.4202559578
284	0.420141863
285	0.4198412298
286	0.4193542478
287	0.4187933858
288	0.4182272561
289	0.4178505771
290	0.4176210769
291	0.4171949968
292	0.4170702723
293	0.4169131441
294	0.4167460588
295	0.416470965
296	0.4162946309
297	0.4160462882
298	0.4155584628
299	0.4151814053
300	0.4147975132
301	0.4143597338
302	0.4138918899
303	0.4136785796
304	0.4135393992
305	0.4133203561
306	0.4129794168
307	0.4127325779
308	0.4124636862
309	0.4117806725
310	0.4112766451
311	0.4110859931
312	0.4108674138
313	0.4102058841
314	0.4099434959
315	0.409696048
316	0.4096427403
317	0.4094084149
318	0.4093689661
319	0.4087622812
320	0.4084093381
321	0.4078050465
322	0.4075759922
323	0.4070756686
324	0.4070582362
325	0.4069176367
326	0.406593187
327	0.4064108649
328	0.4059334298
329	0.4055166859
330	0.4050793032
331	0.4047455752
332	0.4044873955
333	0.4041552055
334	0.404111281
335	0.4040887138
336	0.4038543277
337	0.4036622525
338	0.4034913158
339	0.4032194144
340	0.4029678336
341	0.4027473018
342	0.4019560315
343	0.4016339857
344	0.4011210747
345	0.4008521706
346	0.400425342
347	0.4001331506
348	0.3996604459
349	0.399279235
350	0.3990025997
351	0.3987385672
352	0.3987384236
353	0.398459582
354	0.3983256886
355	0.3980453171
356	0.3976463644
357	0.3974541763
358	0.3970024294
359	0.3967584532
360	0.3965902727
361	0.3964380372
362	0.396072434
363	0.3957771314
364	0.3953833991
365	0.3952458309
366	0.3950696913
367	0.3945640891
368	0.3942278822
369	0.3941666252
370	0.3935380297
371	0.3933270739
372	0.3928339397
373	0.3925102261
374	0.3921553939
375	0.3919108368
376	0.3918049829
377	0.3914865979
378	0.391326471
379	0.3911230161
380	0.3909549258
381	0.3907778369
382	0.3905450545
383	0.3902683616
384	0.3901065946
385	0.3899031615
386	0.3896464323
387	0.3895862694
388	0.3893371822
389	0.3891527536
390	0.3890465313
391	0.3889924051
392	0.3889695616
393	0.3887821166
394	0.3885373616
395	0.3883025496
396	0.3881051237
397	0.3877935436
398	0.387792745
399	0.3877751768
400	0.3874626725
401	0.3874213755
402	0.3871875581
403	0.3870173952
404	0.386553152
405	0.3863912731
406	0.386348708
407	0.3862123129
408	0.3861124125
409	0.3859105415
410	0.3857073011
411	0.3854053843
412	0.3852999219
413	0.3850572755
414	0.3849905448
415	0.3847369455
416	0.384655537
417	0.3845974366
418	0.3845191698
419	0.3843355754
420	0.3838915868
421	0.3834811038
422	0.3834027528
423	0.3831648354
424	0.3827985126
425	0.382586488
426	0.3821104135
427	0.381998187
428	0.3817477594
429	0.3816361972
430	0.3815990996
431	0.3812445774
432	0.381192996
433	0.3811703666
434	0.3807660713
435	0.3805206604
436	0.3803532314
437	0.3800210695
438	0.3799971175
439	0.3799758249
440	0.3796895931
441	0.3793643119
442	0.3790892639
443	0.3786265374
444	0.3783629831
445	0.3782055624
446	0.3777368485
447	0.3774985972
448	0.3770352383
449	0.3768946719
450	0.3768126803
451	0.3764451819
452	0.3759306871
453	0.3759105103
454	0.3754628904
455	0.375280293
456	0.3752623066
457	0.3750971997
458	0.3749310772
459	0.3746386447
460	0.3742854967
461	0.3739509779
462	0.3739509443
463	0.373878034
464	0.3734875134
465	0.3731076579
466	0.372936104
467	0.3727123491
468	0.3723106911
469	0.3721033737
470	0.3719487289
471	0.3717729682
472	0.3714644238
473	0.371295096
474	0.3711152562
475	0.3709136336
476	0.3708400881
477	0.370830235
478	0.3703946826
479	0.3703114337
480	0.3700305705
481	0.3697288071
482	0.3695517873
483	0.3693827286
484	0.3691216266
485	0.3691116835
486	0.3687619484
487	0.3685416065
488	0.3681930277
489	0.3680302575
490	0.3680205474
491	0.367841224
492	0.3677177797
493	0.3674819115
494	0.3674235852
495	0.3674235755
496	0.3672381801
497	0.3669167497
498	0.3666494486
499	0.3664927403
500	0.3664883006
501	0.3661332643
502	0.3660200354
503	0.3657984762
504	0.3655617186
505	0.3654475821
506	0.3654400351
507	0.3650811393
508	0.3648293744
509	0.3646295502
510	0.3644505231
511	0.3642801212
512	0.3640612397
513	0.3636596292
514	0.363391843
515	0.363301144
516	0.3630135663
517	0.3628251217
518	0.36261862
519	0.3623767143
520	0.3621509717
521	0.3618326802
522	0.3617386674
523	0.3616171972
524	0.3614530235
525	0.3611239001
526	0.3609255731
527	0.3609019359
528	0.3606281337
529	0.3605153298
530	0.3603905721
531	0.3603625561
532	0.3603594441
533	0.3601699165
534	0.3599838695
535	0.3596696433
536	0.3594860921
537	0.3592723739
538	0.3589545992
539	0.3585661651
540	0.3584750301
541	0.3581423559
542	0.3580496274
543	0.3578519611
544	0.3577478743
545	0.3574723325
546	0.3571915717
547	0.357088538
548	0.3568715694
549	0.3565887172
550	0.3562093038
551	0.3560966613
552	0.3556706794
553	0.3553035374
554	0.3550076724
555	0.354874264
556	0.3548741385
557	0.3547441769
558	0.3543743423
559	0.3542897726
560	0.3541957471
561	0.3539851963
562	0.3535738707
563	0.3531250556
564	0.352719705
565	0.3526936587
566	0.3524987596
567	0.3522097139
568	0.3519699898
569	0.3516267194
570	0.3514499994
571	0.3514254429
572	0.3511728364
573	0.3510463902
574	0.3507623553
575	0.3505937106
576	0.3501303694
577	0.3498834723
578	0.3496110142
579	0.3491693213
580	0.3488780531
581	0.3483662226
582	0.3482418758
583	0.3479340722
584	0.3476116657
585	0.3474248855
586	0.3471109038
587	0.3469074894
588	0.3467633974
589	0.3464491552
590	0.3462515279
591	0.3461239575
592	0.3460806311
593	0.3459402168
594	0.3457929564
595	0.3455795971
596	0.3455690527
597	0.3452261376
598	0.3451606665
599	0.344808766
600	0.3445904861
601	0.3442988179
602	0.3441162543
603	0.3439768305
604	0.3437693626
605	0.3434693533
606	0.3433906151
607	0.3432450423
608	0.3430212148
609	0.3427934122
610	0.3427557959
611	0.3427086906
612	0.3425387707
613	0.3423381692
614	0.3420156551
615	0.3417028132
616	0.3414474053
617	0.3413289924
618	0.341152863
619	0.3409256002
620	0.3407632602
621	0.3405623316
622	0.3404619566
623	0.3403806684
624	0.3402764485
625	0.3400565912
626	0.3399079506
627	0.3398557981
628	0.3396031826
629	0.3394580382
630	0.33907921
631	0.3390109208
632	0.3389662821
633	0.3386549358
634	0.3385580371
635	0.3384638703
636	0.3384139034
637	0.3383660881
638	0.3381590981
639	0.3379204212
640	0.3378158314
641	0.3377488309
642	0.3376383825
643	0.3374009137
644	0.3372905693
645	0.3371352311
646	0.3369049637
647	0.3367242257
648	0.3365851746
649	0.3364068027
650	0.336132294
651	0.3359522278
652	0.3356383012
653	0.3354922065
654	0.3354173263
655	0.3353426249
656	0.3351898267
657	0.3349201598
658	0.3348257903
659	0.334564289
660	0.334200685
661	0.3340012193
662	0.3336941698
663	0.333561861
664	0.3332123941
665	0.3331414776
666	0.3330649718
667	0.3328468999
668	0.3328466029
669	0.3325506617
670	0.3324150844
671	0.3323301678
672	0.3320026822
673	0.3319221785
674	0.3318187206
675	0.3315646746
676	0.331236311
677	0.331111583
678	0.3310838858
679	0.3308692627
680	0.3306903308
681	0.3306786543
682	0.3306786098
683	0.3305358659
684	0.3304322111
685	0.3302982486
686	0.3300153894
687	0.3297916603
688	0.3293961557
689	0.3293011716
690	0.3288535816
691	0.328570868
692	0.3283498511
693	0.3279525009
694	0.3279523301
695	0.3279039557
696	0.3277201253
697	0.3274437084
698	0.3273322677
699	0.3271939878
700	0.3271918158
701	0.3270026809
702	0.3268398726
703	0.3266502928
704	0.3265579369
705	0.3263929998
706	0.3260240548
707	0.3259977369
708	0.3259081347
709	0.3258247865
710	0.3255009574
711	0.3252334617
712	0.324780905
713	0.3246838165
714	0.3242996378
715	0.3241098757
716	0.3237908123
717	0.3234292386
718	0.3233217758
719	0.3230810776
720	0.3229734077
721	0.3226346735
722	0.3225416712
723	0.3223966338
724	0.3222277272
725	0.3219305627
726	0.3217085354
727	0.3215393413
728	0.3214991973
729	0.321396482
730	0.321244369
731	0.3211828748
732	0.3210342061
733	0.3208250342
734	0.3205770633
735	0.3205337647
736	0.3204402661
737	0.3203546585
738	0.3200671142
739	0.3198625834
740	0.3197540653
741	0.3196819384
742	0.3194317214
743	0.3191701751
744	0.318986226
745	0.3189815481
746	0.3186748971
747	0.3182512587
748	0.3178971047
749	0.3177129937
750	0.3173530619
751	0.317229701
752	0.3171860618
753	0.3168499411
754	0.3167594814
755	0.3165340058
756	0.3163628407
757	0.3160921346
758	0.3159125118
759	0.3156410156
760	0.3154748598
761	0.3152526054
762	0.3151637982
763	0.315045191
764	0.3148174353
765	0.3147450681
766	0.3146352686
767	0.3145322643
768	0.3144679307
769	0.3143321711
770	0.3141953225
771	0.3140603675
772	0.3140109628
773	0.3138532916
774	0.3137530047
775	0.3135917121
776	0.3134056199
777	0.3133818581
778	0.3132262083
779	0.3130252315
780	0.312798925
781	0.3126572939
782	0.3124210005
783	0.3122902348
784	0.3121996743
785	0.3121224125
786	0.3119478547
787	0.3119092383
788	0.3117172626
789	0.3114726482
790	0.3111342746
791	0.3108719332
792	0.310810449
793	0.3105269871
794	0.310307585
795	0.310131397
796	0.310025859
797	0.309879501
798	0.3097013782
799	0.3096308735
800	0.3095717199
801	0.3094254123
802	0.3091980032
803	0.3089182771
804	0.3088226958
805	0.3086575897
806	0.3085268292
807	0.3083784255
808	0.3081580378
809	0.3079719368
810	0.3079018552
811	0.3078638287
812	0.3075447229
813	0.3073509315
814	0.3072697294
815	0.3071217651
816	0.3067465144
817	0.3065788507
818	0.306450158
819	0.3063380881
820	0.3061880689
821	0.3061113795
822	0.3060520614
823	0.3059223473
824	0.3058098248
825	0.3055273269
826	0.3053160029
827	0.3051966406
828	0.3051631307
829	0.3048581928
830	0.3046827897
831	0.3045122084
832	0.304463708
833	0.3043799235
834	0.3041938882
835	0.3039465528
836	0.3037874539
837	0.3036675744
838	0.3034835171
839	0.3033112379
840	0.3031394801
841	0.3031088338
842	0.3028826432
843	0.3027998503
844	0.3026470966
845	0.3024061999
846	0.3021808285
847	0.3019821584
848	0.3017937162
849	0.3015252457
850	0.3013372588
851	0.3009933547
852	0.3006959753
853	0.30038625
854	0.300127801
855	0.299973099
856	0.2997204171
857	0.299616746
858	0.2995515087
859	0.29944706
860	0.2993789809
861	0.299218137
862	0.2991564456
863	0.2990809773
864	0.2989060474
865	0.2987061108
866	0.2986574731
867	0.2983961546
868	0.2983281588
869	0.298136405
870	0.2978855324
871	0.2976551422
872	0.2975523968
873	0.2974737332
874	0.2973832631
875	0.2971703878
876	0.2970625652
877	0.2968253157
878	0.2966319332
879	0.2963823515
880	0.2961383383
881	0.2960956175
882	0.2958286487
883	0.295711289
884	0.2956200962
885	0.2952345662
886	0.2951961725
887	0.2951359037
888	0.295102655
889	0.2948996647
890	0.2947448208
891	0.2946258399
892	0.2945387146
893	0.2944116875
894	0.2944081869
895	0.2941756699
896	0.2939136293
897	0.2938642882
898	0.2937966242
899	0.2937824814
900	0.293718023
901	0.2934835533
902	0.2933042992
903	0.2929943321
904	0.2928279738
905	0.2926792532
906	0.2925095817
907	0.2923569712
908	0.2922390798
909	0.2918834591
910	0.2917533181
911	0.2916242246
912	0.2914070009
913	0.2912495031
914	0.2911268249
915	0.2909951825
916	0.2909080859
917	0.2908615357
918	0.2906955701
919	0.290635143
920	0.2903799373
921	0.2901694009
922	0.2900016949
923	0.2898971154
924	0.2896872564
925	0.2893763846
926	0.2891583688
927	0.2887972203
928	0.2886011211
929	0.2884901479
930	0.2883120932
931	0.2882435338
932	0.2880651584
933	0.2878607679
934	0.2875825845
935	0.2875033035
936	0.2874338777
937	0.2872110721
938	0.2870293673
939	0.2869378061
940	0.2868933639
941	0.2866318312
942	0.286491568
943	0.2863290931
944	0.2862335555
945	0.2861603022
946	0.2859969888
947	0.2858022394
948	0.2857009624
949	0.2856002818
950	0.2855479874
951	0.2854158512
952	0.2851877351
953	0.2850843681
954	0.2850192714
955	0.2848772184
956	0.2846277884
957	0.2844326573
958	0.2843213417
959	0.2841581999
960	0.2838326247
961	0.2837767253
962	0.2835640338
963	0.2833748491
964	0.2832807038
965	0.2831952143
966	0.2831269986
967	0.2828780889
968	0.2828168185
969	0.2826630654
970	0.282603649
971	0.2825032875
972	0.2824159856
973	0.2823890769
974	0.2821972547
975	0.2820489803
976	0.2819304092
977	0.2818737553
978	0.2818438543
979	0.2816582933
980	0.2815196943
981	0.2812583858
982	0.2811198595
983	0.2810736328
984	0.2809991297
985	0.280954263
986	0.2807324691
987	0.28062952
988	0.2805510326
989	0.2804655945
990	0.2803236158
991	0.2801903047
992	0.2801347808
993	0.2799944524
994	0.2798538441
995	0.2795332308
996	0.2794581277
997	0.2793375993
998	0.2792226804
999	0.2791302329
